com.samsung.shealth.social.public_challenge.history,7006003,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2026-06-17 04:33:49.764,2026-01-25 14:40:06.087,4302eba1-b095-4091-a566-4ad2b5a27839.body.json,SIMPLE_LEVEL,w4dMr03254,com.sec.android.app.shealth,1781670829763,4302eba1-b095-4091-a566-4ad2b5a27839,
