com.samsung.shealth.program.sleep_coaching.mission,7006003,4
time_tag,create_sh_ver,answer,priority,modify_sh_ver,update_time,selected_option,create_time,data_version,day_index,mission_id,deviceuuid,pkg_name,is_key_habit,session_id,datauuid,is_done
,62710150,null,5,62710150,2024-08-10 03:01:49.108,,2024-08-10 03:01:49.108,2,6,HB_05,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,9db8aa56-4af3-4718-93de-f69682d8f50d,0,
,62710150,null,9,62710150,2024-08-10 03:01:49.108,,2024-08-10 03:01:49.108,2,5,HB_09,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,e37e9a7a-fc1a-4d85-89dc-5723cffd64b1,0,
,62710150,null,8,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,7,HB_08,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,73293f60-1c89-409e-a029-4d8d7ac93901,0,
,62710150,null,10,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,8,HB_10,aqfQc5yGC4,com.sec.android.app.shealth,1,ee80c06b-7247-49f4-acee-4a8cd967887e,0cbbb30b-31c6-4d7f-a41e-3d6712dfdd65,0,
,62710150,null,6,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,7,HB_06,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,dd3225b4-297e-4906-91eb-448ae07dd542,0,
,62710150,null,3,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,7,HB_03,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,63db46c9-26d8-4b6e-946e-4b1f3a1b3677,0,
,62710150,null,5,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,7,HB_05,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,528f46e4-9b93-4bd0-a39c-76c17d2f0f52,0,
,62710150,null,10,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,9,HB_10,aqfQc5yGC4,com.sec.android.app.shealth,1,ee80c06b-7247-49f4-acee-4a8cd967887e,55afaff5-987f-4272-8fab-b9ef0699848b,0,
,62710150,null,9,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,8,HB_09,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,72e41b4e-4f55-4626-86ff-c7b249d69b0c,0,
,62710150,null,11,62710150,2024-08-10 03:01:49.108,,2024-08-10 03:01:49.108,2,6,HB_11,aqfQc5yGC4,com.sec.android.app.shealth,1,ee80c06b-7247-49f4-acee-4a8cd967887e,c5a88ec0-9b09-4c94-a620-69afad689ff7,0,
,62710150,null,11,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,9,HB_11,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,afa413b1-5adf-4286-9454-8ddab3e1d4fd,0,
,62710150,null,5,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,9,HB_05,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,d7aa87cb-695d-45ed-a9fa-bfd58125c03f,0,
,62710150,null,10,62710150,2024-08-10 03:01:49.108,,2024-08-10 03:01:49.108,2,7,HB_10,aqfQc5yGC4,com.sec.android.app.shealth,1,ee80c06b-7247-49f4-acee-4a8cd967887e,e0c590b3-446a-41d0-8f48-1f6ad8a0e5b2,0,
,62710150,null,9,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,7,HB_09,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,da11ead6-743d-4950-ad77-4a06b212256f,0,
,62710150,null,8,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,8,HB_08,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,2105b118-164b-4888-ab81-4abd76a9c35a,0,
,62710150,null,6,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,10,HB_06,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,33091c83-c92f-4502-b0b3-ad153a550a6d,0,
,62710150,null,11,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,8,HB_11,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,a87f3528-fc36-487b-97ce-2dac9907603a,0,
,62710150,null,3,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,10,HB_03,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,e1284a13-a568-4e71-bbf7-9b01cf9e67e1,0,
,62710150,null,3,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,8,HB_03,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,f21ba74e-efb5-49fd-8ce7-6730fa104725,0,
,62710150,null,8,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,9,HB_08,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,acf6772a-fe6c-4e0f-9325-b2d9215258d1,0,
,62710150,null,10,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,10,HB_10,aqfQc5yGC4,com.sec.android.app.shealth,1,ee80c06b-7247-49f4-acee-4a8cd967887e,446a6eb3-f46f-4f9a-b5ae-efd19d1c9810,0,
,62710150,null,6,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,8,HB_06,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,431a5845-c433-4bf0-9ecf-a9b4bc8c76e1,0,
,62710150,null,5,62710150,2024-08-10 03:01:49.109,,2024-08-10 03:01:49.109,2,8,HB_05,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,3634093b-ff7f-4913-906d-fc3c3cb7e804,0,
,62710150,null,9,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,9,HB_09,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,43d8af00-c3e9-436c-b9f9-e3a56fdf9335,0,
,62710150,null,5,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,10,HB_05,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,0ad9c318-8876-4a1c-b16e-b296cf86409b,0,
,62710150,null,11,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,10,HB_11,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,bdd0fbf6-f387-43aa-910f-5f9f9841fee1,0,
,62710150,null,6,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,9,HB_06,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,26b8e00f-8cb8-49d5-97e2-37390314523b,0,
,62710150,null,11,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,12,HB_11,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,b2dc3164-c95c-49d1-8807-367533ed387d,0,
,62710150,null,9,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,10,HB_09,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,9d1c6e6d-9a44-4a38-adda-3f6776af2327,0,
,62710150,null,8,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,11,HB_08,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,3d62a414-8259-4fa3-998a-fc1dc5bf1e47,0,
,62710150,null,3,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,9,HB_03,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,88651e75-6ac5-4efc-8fd1-9b712767b352,0,
,62710150,null,3,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,11,HB_03,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,f232c0a7-aa29-4cae-bcbb-d57bcf7bfe91,0,
,62710150,null,6,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,11,HB_06,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,939f7484-5282-4923-942d-772a929c9b43,0,
,62710150,null,8,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,12,HB_08,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,5d4cb1fe-196c-43c9-a753-4d54985fe45a,0,
,62710150,null,5,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,12,HB_05,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,46ca4c0e-0eb2-4800-b3ff-5072fc8244b8,0,
,62710150,null,10,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,13,HB_10,aqfQc5yGC4,com.sec.android.app.shealth,1,ee80c06b-7247-49f4-acee-4a8cd967887e,3c9126f4-c434-405f-be0d-20c7d8e7be3f,0,
,62710150,null,8,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,10,HB_08,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,f1391b65-90a2-4b28-a211-c7eeaa6fd48e,0,
,62710150,null,11,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,11,HB_11,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,efcd18b2-214e-4789-80a2-976e11cc9b36,0,
,62710150,null,10,62710150,2024-08-10 03:01:49.110,,2024-08-10 03:01:49.110,2,11,HB_10,aqfQc5yGC4,com.sec.android.app.shealth,1,ee80c06b-7247-49f4-acee-4a8cd967887e,55892c67-33ad-4326-80a4-0b841c60a6f4,0,
,62710150,null,11,62710150,2024-08-10 03:01:49.112,,2024-08-10 03:01:49.112,2,13,HB_11,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,7534ade6-3fc7-4fbb-9bb5-0f53cec8d445,0,
,62710150,null,6,62710150,2024-08-10 03:01:49.112,,2024-08-10 03:01:49.112,2,13,HB_06,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,b1ae55cd-7c51-499f-93d2-6011527a47e2,0,
,62710150,null,8,62710150,2024-08-10 03:01:49.112,,2024-08-10 03:01:49.112,2,14,HB_08,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,5aca9105-fb3c-4127-aa18-d4057a3529c6,0,
,62710150,null,9,62710150,2024-08-10 03:01:49.112,,2024-08-10 03:01:49.112,2,13,HB_09,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,06324e12-cdc1-42ae-95c3-ad29972a9457,0,
,62710150,null,3,62710150,2024-08-10 03:01:49.111,,2024-08-10 03:01:49.111,2,12,HB_03,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,19a278ef-6e37-4da9-ac8d-fe43db3fb7a3,0,
,62710150,null,8,62710150,2024-08-10 03:01:49.112,,2024-08-10 03:01:49.112,2,13,HB_08,aqfQc5yGC4,com.sec.android.app.shealth,0,ee80c06b-7247-49f4-acee-4a8cd967887e,3d1e28bb-ddaa-46eb-af1f-d94b4d77c413,0,
