com.samsung.shealth.program.sleep_coaching.session,7006003,5
create_sh_ver,mission_count,is_report_read,start_date,survey,modify_sh_ver,update_time,motivation,create_time,data_version,treatment_value_list,goal,type,latest_level,deviceuuid,contents_version,pkg_name,end_date,datauuid
62710150,168,1,2024-08-11 00:00:00.000,ee80c06b-7247-49f4-acee-4a8cd967887e.survey.json,62900750,2025-01-31 01:10:07.465,,2024-08-10 03:01:49.154,3,,,3,,aqfQc5yGC4,3,com.sec.android.app.shealth,2024-08-31 00:00:00.000,ee80c06b-7247-49f4-acee-4a8cd967887e,
