com.samsung.shealth.social.leaderboard,7006003,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2026-06-17 04:33:49.710,2026-01-25 14:40:06.068,1,c489d8f7-7714-41e5-bab1-86afb566e7f5.body.json,200,w4dMr03254,com.sec.android.app.shealth,1781670829651,c489d8f7-7714-41e5-bab1-86afb566e7f5,
