com.samsung.shealth.social.public_challenge,7006003,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2026-06-17 04:33:49.658,2026-01-25 14:40:06.062,24a0d3bd-0674-4909-a648-2ba9141c39c2.body.json,w4dMr03254,com.sec.android.app.shealth,0,24a0d3bd-0674-4909-a648-2ba9141c39c2,
