com.samsung.shealth.training_load.goal,7006003,1
create_sh_ver,modify_sh_ver,update_time,create_time,goal_value,time_offset,deviceuuid,pkg_name,set_time,datauuid
70001070,70001070,2026-07-07 01:52:46.561,2026-07-07 01:52:46.561,0,UTC+0530,w4dMr03254,com.sec.android.app.shealth,1783389166556,a67dfa37-a266-4788-969c-35f0b56a7b3d,
