com.samsung.shealth.stand_day_summary,7006003,2
create_sh_ver,stand_time,modify_sh_ver,update_time,create_time,deviceuuid,pkg_name,datauuid,day_time
,0,,2021-03-25 18:30:48.255,2021-03-25 18:30:48.255,S7Wp0spWno,com.sec.android.app.shealth,91b918d1-a501-96df-3476-5eeca63e4825,2021-03-26 00:00:00.000,
,0,,2021-04-01 18:31:14.038,2021-04-01 18:31:14.037,S7Wp0spWno,com.sec.android.app.shealth,1cab9f2c-4cc4-c777-aaba-d672fd3d1b35,2021-04-02 00:00:00.000,
,8527872,,2021-03-09 17:47:56.522,2021-03-08 19:38:33.381,S7Wp0spWno,com.sec.android.app.shealth,d291bdab-8be4-7e9e-36b7-c81d6f5f9730,2021-03-09 00:00:00.000,
,0,,2021-03-07 18:37:29.433,2021-03-07 18:37:29.432,S7Wp0spWno,com.sec.android.app.shealth,a85688d5-28d9-7152-a07b-d012328a5f22,2021-03-08 00:00:00.000,
,2097152,,2021-03-11 15:42:16.973,2021-03-10 19:04:43.693,S7Wp0spWno,com.sec.android.app.shealth,9c879e30-705d-e105-6f16-e03647d8695a,2021-03-11 00:00:00.000,
,0,,2021-03-31 18:30:04.982,2021-03-31 18:30:04.981,S7Wp0spWno,com.sec.android.app.shealth,3e10f107-ed8f-e7bf-b58d-110f019c34e7,2021-04-01 00:00:00.000,
,0,,2021-03-05 18:41:17.338,2021-03-05 18:41:17.338,S7Wp0spWno,com.sec.android.app.shealth,00c9ede0-2389-5c17-7cf5-98237a9829e2,2021-03-06 00:00:00.000,
,8396800,,2021-03-07 17:36:26.902,2021-03-06 20:35:33.624,S7Wp0spWno,com.sec.android.app.shealth,8603eaf4-e44b-4987-fed8-dd8499902eef,2021-03-07 00:00:00.000,
,0,,2021-03-12 21:35:01.808,2021-03-12 21:35:01.808,S7Wp0spWno,com.sec.android.app.shealth,9c17ac88-e57f-5bee-97aa-88383dc8c3c1,2021-03-13 00:00:00.000,
,4194304,,2021-03-15 16:42:36.921,2021-03-14 21:07:15.480,S7Wp0spWno,com.sec.android.app.shealth,e4a3abc0-b254-42a4-cb16-7df4bfed2395,2021-03-15 00:00:00.000,
,2097152,,2021-03-24 16:08:53.312,2021-03-23 18:33:31.182,S7Wp0spWno,com.sec.android.app.shealth,1c9c875b-441e-0879-8d2e-f7f40dda2fe1,2021-03-24 00:00:00.000,
,2097152,,2021-03-25 16:16:37.323,2021-03-24 18:30:14.890,S7Wp0spWno,com.sec.android.app.shealth,f2a0ed08-029a-c45e-cdc1-8ecb2a0aca37,2021-03-25 00:00:00.000,
,0,,2021-03-17 20:15:25.208,2021-03-17 20:15:25.208,S7Wp0spWno,com.sec.android.app.shealth,af0e639c-adee-d9d8-21e5-efac619eae1f,2021-03-18 00:00:00.000,
,0,,2021-03-16 21:15:34.432,2021-03-16 21:15:34.432,S7Wp0spWno,com.sec.android.app.shealth,e68c1d8b-223a-6e3c-a729-4d72abfbd422,2021-03-17 00:00:00.000,
,2228224,,2021-03-19 15:56:08.158,2021-03-18 18:40:27.432,S7Wp0spWno,com.sec.android.app.shealth,f772b711-8101-6827-40d6-95ed38709c2b,2021-03-19 00:00:00.000,
,0,,2021-03-28 18:30:20.558,2021-03-28 18:30:20.557,S7Wp0spWno,com.sec.android.app.shealth,507141bf-7217-5613-1f9d-6b96748bc0ad,2021-03-29 00:00:00.000,
,0,,2021-03-30 18:30:10.329,2021-03-30 18:30:10.329,S7Wp0spWno,com.sec.android.app.shealth,1f2fd07e-37a7-6789-13cb-93ac6771aa74,2021-03-31 00:00:00.000,
,0,,2021-03-15 18:55:43.468,2021-03-15 18:55:43.468,S7Wp0spWno,com.sec.android.app.shealth,1df48e21-f1aa-a68a-7c5c-de15b64432c0,2021-03-16 00:00:00.000,
,0,,2021-03-26 18:30:37.785,2021-03-26 18:30:37.784,S7Wp0spWno,com.sec.android.app.shealth,f770b2ff-911f-595a-d849-7128a0ca8958,2021-03-27 00:00:00.000,
,0,,2021-03-04 18:32:02.075,2021-03-04 18:32:02.075,S7Wp0spWno,com.sec.android.app.shealth,0d0c2ccb-893e-756f-a296-ec833288091b,2021-03-05 00:00:00.000,
,294913,,2021-03-21 12:45:57.693,2021-03-20 18:37:33.636,S7Wp0spWno,com.sec.android.app.shealth,ad041122-4081-719f-77a7-85b6c41972dd,2021-03-21 00:00:00.000,
,0,,2021-03-27 18:31:05.827,2021-03-27 18:31:05.827,S7Wp0spWno,com.sec.android.app.shealth,f85124b1-61ab-c93f-aa8b-9018764412d7,2021-03-28 00:00:00.000,
,0,,2021-03-22 19:33:52.477,2021-03-22 19:33:52.477,S7Wp0spWno,com.sec.android.app.shealth,4820417e-e521-c0b6-a943-b3c08f4670ff,2021-03-23 00:00:00.000,
,3,,2021-03-09 19:59:39.580,2021-03-09 18:39:38.774,S7Wp0spWno,com.sec.android.app.shealth,8a7b8500-7171-9aad-8ad6-551303da99cb,2021-03-10 00:00:00.000,
,0,,2021-03-03 18:35:05.044,2021-03-03 18:35:05.044,S7Wp0spWno,com.sec.android.app.shealth,17921b2c-39b7-0af2-9e09-3e0ca36140cf,2021-03-04 00:00:00.000,
,0,,2021-03-21 19:15:19.312,2021-03-21 19:15:19.312,S7Wp0spWno,com.sec.android.app.shealth,d8846f22-0e0a-f2c6-7432-e9b615e5bfe8,2021-03-22 00:00:00.000,
,0,,2021-03-29 18:30:24.776,2021-03-29 18:30:24.776,S7Wp0spWno,com.sec.android.app.shealth,bf371dcb-dc73-ef36-728d-6c1a03f10f3a,2021-03-30 00:00:00.000,
