com.samsung.shealth.exercise.periodization_training_program,7006003,1
create_sh_ver,start_time,modify_sh_ver,update_time,create_time,program,time_offset,deviceuuid,pkg_name,datauuid
63010030,2025-06-17 06:40:17.989,63020310,2025-07-19 04:39:51.941,2025-06-17 06:40:18.127,a50f3503-09a7-4b3b-bd59-668e6fdcc176.program.json,UTC+0530,w4dMr03254,com.sec.android.app.shealth,a50f3503-09a7-4b3b-bd59-668e6fdcc176,
