com.samsung.shealth.exercise.extension,7006003,3
live_data_internal,location_data,update_time,create_time,deviceuuid,exercise_id,live_data,pkg_name,location_data_internal,datauuid
,,2026-03-31 06:31:38.419,2026-03-31 06:31:38.419,w4dMr03254,7e2978b3-1cb0-4959-82c7-78f40d1fb5d5,,com.sec.android.app.shealth,,a485db81-9d58-41c7-9379-8280fd042b96,
,,2026-04-01 06:30:47.125,2026-04-01 06:30:47.125,w4dMr03254,902a185f-ae9b-4497-b075-ea6825f6e0ab,,com.sec.android.app.shealth,,a6f892ae-aa8f-45ca-bc88-cacb2d2a8c53,
,,2026-04-04 09:50:22.160,2026-04-04 09:50:22.160,w4dMr03254,0e9de846-7b82-48bc-9a4e-5e3659ac7c35,,com.sec.android.app.shealth,,757a87e1-83d0-4b79-9fbb-72b47e817282,
,,2026-04-20 05:30:57.482,2026-04-20 05:30:57.482,w4dMr03254,b57365c8-9c80-4352-839a-0c6f8635a79b,,com.sec.android.app.shealth,,2f33608d-f738-4858-bf58-e9b35bdf7c54,
,,2026-04-21 06:17:16.977,2026-04-21 06:17:16.977,w4dMr03254,45842735-fc6b-495f-9b18-043585c63a5b,,com.sec.android.app.shealth,,540d6bde-cf9f-4f6a-87cd-a68e25f7edc1,
,,2026-06-09 06:09:39.050,2026-06-09 06:09:39.050,w4dMr03254,5f5a1423-c04e-452b-95bc-f334589dae19,,com.sec.android.app.shealth,,f7a4b15b-d18e-40b8-a965-45fa011220f0,
,,2026-06-26 13:28:09.283,2026-06-26 13:28:09.283,w4dMr03254,e2e647c6-0692-46ac-b722-e03e66ee722e,,com.sec.android.app.shealth,,601559c1-2308-4919-99b4-2024c7bec473,
,,2026-07-25 10:56:52.255,2026-07-25 10:56:52.255,w4dMr03254,b359ef21-00ec-4553-8972-98787278100d,,com.sec.android.app.shealth,,c2e1b7a6-7836-4cd1-afdb-ea22d5e2c79c,
,,2026-08-01 09:59:52.855,2026-08-01 09:59:52.855,w4dMr03254,3eb15167-dc25-4bcc-b331-c48ee32d7cd1,,com.sec.android.app.shealth,,783083fd-9b30-4832-8ac6-4628fd4a773a,
