com.samsung.shealth.calories_burned.details,7006003,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,84f5ea1f-f7f8-49df-ab54-cb18c05772f7.extra_data.json,,,,0.0,3208774,1550.5574,,2019-10-27 18:31:27.578,2019-10-24 08:24:41.480,169.59932,e/aPUWpNiJ,com.sec.android.app.shealth,84f5ea1f-f7f8-49df-ab54-cb18c05772f7,2019-10-24 00:00:00.000,
,,bf57d14d-f8a4-4005-b835-be044dc9d1c5.extra_data.json,,,,0.0,4575359,1525.0863,,2019-10-24 08:26:12.746,2019-10-24 08:24:47.303,231.34998,e/aPUWpNiJ,com.sec.android.app.shealth,bf57d14d-f8a4-4005-b835-be044dc9d1c5,2019-10-14 00:00:00.000,
,,3e1acd2e-8ee2-4802-af3c-b661ba82c06a.extra_data.json,,,,0.0,4515629,1526.1996,,2019-10-24 08:26:07.221,2019-10-24 08:24:45.139,226.61003,e/aPUWpNiJ,com.sec.android.app.shealth,3e1acd2e-8ee2-4802-af3c-b661ba82c06a,2019-10-10 00:00:00.000,
,,b40ca82d-92e1-4edb-9014-03740be6dfde.extra_data.json,,,,0.0,3760169,1540.2803,,2019-10-24 08:26:07.264,2019-10-24 08:24:45.226,192.05,e/aPUWpNiJ,com.sec.android.app.shealth,b40ca82d-92e1-4edb-9014-03740be6dfde,2019-10-11 00:00:00.000,
,,20f4db21-b424-4d8d-b466-c30cde84100b.extra_data.json,,,,0.0,1267652,1586.737,,2019-10-24 08:26:03.376,2019-10-24 08:24:48.725,68.420006,e/aPUWpNiJ,com.sec.android.app.shealth,20f4db21-b424-4d8d-b466-c30cde84100b,2019-10-08 00:00:00.000,
,,d352f0a3-4f13-4e1e-9503-6a6cbc2048e7.extra_data.json,,,,0.0,3573568,1543.7582,,2019-10-24 08:26:03.403,2019-10-24 08:24:45.078,184.47906,e/aPUWpNiJ,com.sec.android.app.shealth,d352f0a3-4f13-4e1e-9503-6a6cbc2048e7,2019-10-09 00:00:00.000,
,,51660539-0145-43a3-8bf6-e6120c08e5b0.extra_data.json,,,,0.0,3594223,1543.3733,,2019-10-24 08:25:57.152,2019-10-24 08:24:44.767,179.87999,e/aPUWpNiJ,com.sec.android.app.shealth,51660539-0145-43a3-8bf6-e6120c08e5b0,2019-10-03 00:00:00.000,
,,9a5a6aab-ecd2-45fb-afd7-8cb0d1d08782.extra_data.json,,,,0.0,5135087,1514.6539,,2019-10-24 08:26:03.348,2019-10-24 08:24:45.004,262.67044,e/aPUWpNiJ,com.sec.android.app.shealth,9a5a6aab-ecd2-45fb-afd7-8cb0d1d08782,2019-10-07 00:00:00.000,
,,0dcbe013-2cc4-4f0a-94b3-95484b3e39ae.extra_data.json,,,,0.0,701684,1597.2859,,2019-10-24 08:26:03.316,2019-10-24 08:24:44.919,33.870003,e/aPUWpNiJ,com.sec.android.app.shealth,0dcbe013-2cc4-4f0a-94b3-95484b3e39ae,2019-10-06 00:00:00.000,
,,3cd28777-36d8-4ceb-94d0-222d3b301ca8.extra_data.json,,,,0.0,477572,1601.4629,,2019-10-24 08:26:22.775,2019-10-24 08:24:47.481,23.01,e/aPUWpNiJ,com.sec.android.app.shealth,3cd28777-36d8-4ceb-94d0-222d3b301ca8,2019-10-20 00:00:00.000,
,,09b08386-2ecc-43a5-9b2e-d7262490d1b0.extra_data.json,,,,0.0,739643,1596.5784,,2019-10-24 08:26:22.761,2019-10-24 08:24:47.455,36.249004,e/aPUWpNiJ,com.sec.android.app.shealth,09b08386-2ecc-43a5-9b2e-d7262490d1b0,2019-10-19 00:00:00.000,
,,09eaf91a-86d1-4078-9033-f29e8bbe0bfb.extra_data.json,,,,0.0,4625606,1524.1498,,2019-10-24 08:26:13.528,2019-10-24 08:24:47.371,228.26103,e/aPUWpNiJ,com.sec.android.app.shealth,09eaf91a-86d1-4078-9033-f29e8bbe0bfb,2019-10-16 00:00:00.000,
,,33982a94-b920-4599-b481-e4e267e69a74.extra_data.json,,,,0.0,637857,1598.4755,,2019-10-24 08:26:23.547,2019-10-24 08:24:47.516,33.12,e/aPUWpNiJ,com.sec.android.app.shealth,33982a94-b920-4599-b481-e4e267e69a74,2019-10-21 00:00:00.000,
,,25cac24c-d50e-4697-843c-793046006bce.extra_data.json,,,,0.0,1668603,1579.2639,,2019-10-24 08:25:53.270,2019-10-02 03:05:49.864,90.886375,e/aPUWpNiJ,com.sec.android.app.shealth,25cac24c-d50e-4697-843c-793046006bce,2019-10-02 00:00:00.000,
,,f55c0f69-554f-432d-9a09-1d6ebac49d86.extra_data.json,,,,0.0,1333286,1585.5137,,2019-10-24 08:26:12.708,2019-10-24 08:24:45.338,70.41002,e/aPUWpNiJ,com.sec.android.app.shealth,f55c0f69-554f-432d-9a09-1d6ebac49d86,2019-10-13 00:00:00.000,
,,2ee50058-3633-4601-9f3b-de1bcab5019e.extra_data.json,,,,0.0,787727,1595.682,,2019-10-24 08:26:02.639,2019-10-24 08:24:54.886,38.05,e/aPUWpNiJ,com.sec.android.app.shealth,2ee50058-3633-4601-9f3b-de1bcab5019e,2019-10-05 00:00:00.000,
,,e50499b2-1fd9-459c-ae2b-a0a963199ef2.extra_data.json,,,,0.0,3105754,1552.4777,,2019-10-24 08:26:13.500,2019-10-24 08:24:47.345,154.78891,e/aPUWpNiJ,com.sec.android.app.shealth,e50499b2-1fd9-459c-ae2b-a0a963199ef2,2019-10-15 00:00:00.000,
,,8a2228c5-18ab-4915-851f-411ea4c52793.extra_data.json,,,,0.0,4426664,1527.8578,,2019-10-24 08:26:02.595,2019-10-24 08:24:44.831,222.53004,e/aPUWpNiJ,com.sec.android.app.shealth,8a2228c5-18ab-4915-851f-411ea4c52793,2019-10-04 00:00:00.000,
